mmsi,Label,Match?,Is this a purse seiner?,Who?,Notes,Link,shipname,imo,callsign,imo_rank,callsign_rank,name_rank,flag_match,date_range_match,clav_date_match,fishing_msg_ratio,Score (callsign + flagmatch),clav_DateUpdated,rfmo_name,match_start,clav_DateUpdated,match_score,shiptype,shiptype_fishing,clav_TUVI
412438126,Purse seiners,yes,yes,WB,pic@WCPFC cannot determine type,https://www.google.com/search?q=412438126+mmsi,Zhe Xiang Yu 32010,,412438126,0,0,1,1,0,1,0.999740664,1,19:40.0,WCPFC,06:59.0,5/31/14,1343,Purse seiners,1,36237
412438122,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412438122+mmsi,Zhe Xiang Yu 46107,,412438122,0,0,1,1,0,1,0.998635744,1,19:40.0,WCPFC,59:44.0,5/31/14,150.2,Purse seiners,1,36242
412437888,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412437888+mmsi,Zhe Xiang Yu 20020,,412437888,0,0,1,1,0,1,1,1,19:39.0,WCPFC,36:37.0,5/31/14,231,Purse seiners,1,36248
412437173,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412437173+mmsi,Zhe Xiang Yu 46033,,412437173,0,0,1,1,0,1,1,1,19:40.0,WCPFC,26:29.0,5/31/14,128,Purse seiners,1,36231
412437041,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412437041+mmsi,Zhe Xiang Yu 33068,,412437041,0,0,1,1,0,1,1,1,19:40.0,WCPFC,13:13.0,5/31/14,73.8,Purse seiners,1,36233
412435504,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412435504+mmsi,Zhe Xiang Yu 31067,,412435504,0,0,1,1,0,1,1,1,19:40.0,WCPFC,12:15.0,5/31/14,108.8,Purse seiners,1,36236
412435503,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412435503+mmsi,Zhe Xiang Yu 30299,,412435503,0,0,1,1,0,1,1,1,19:40.0,WCPFC,50:46.0,5/31/14,131.2,Purse seiners,1,36235
412435409,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412435409+mmsi,Zhe Xiang Yu 66069,,412435409,0,0,1,1,0,1,1,1,19:40.0,WCPFC,59:44.0,5/31/14,83.8,Purse seiners,1,36241
412435246,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412435246+mmsi,Zhe Xiang Yu 32009,,412435426,0,0,1,1,0,1,1,1,19:39.0,WCPFC,14:09.0,5/31/14,261,Purse seiners,1,36250
412425174,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412425174+mmsi,Zhe Dai Yu 11548,,,0,0,1,1,0,1,1,1,19:47.0,WCPFC,02:10.0,5/31/14,309,Purse seiners,1,36344
412425072,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412425072+mmsi,Zhe Dai Yu 11493,,412425072,0,0,1,1,0,1,1,1,19:46.0,WCPFC,45:12.0,5/31/14,294.8,Purse seiners,1,36343
412420607,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412420607+mmsi,Zhe Sheng Yu 09128,,412420607,0,0,1,1,0,0,1,1,19:48.0,WCPFC,38:38.0,5/31/14,4.225,Purse seiners,1,36357
412419567,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412419567+mmsi,ZHELINGYU23357,,412419567,0,0,1,1,0,1,1,1,32:11.0,WCPFC,26:40.0,2/10/15,164.4,Purse seiners,1,37597
369283000,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=369283000+mmsi,U S Liberator,,,0,0,1,1,0,1,1,1,13:00.0,IATTC,33:15.0,8/29/14,1251.8,Purse seiners,1,25192
367677480,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367677480+mmsi,Renown,,,0,0,1,1,0,0,1,1,13:00.0,IATTC,51:38.0,8/29/14,88.75,Purse seiners,1,25631
367609850,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367609850+mmsi,April Lane,,,0,0,1,1,0,1,1,1,00:00.0,IATTC,47:37.0,10/2/14,3010.2,Purse seiners,1,26270
367588000,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367588000+mmsi,Royal Pacific,,,0,0,1,1,0,1,1,1,13:00.0,IATTC,22:07.0,8/29/14,3208.2,Purse seiners,1,25364
367455530,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367455530+mmsi,Pacific Predator,,,0,0,1,1,0,1,1,1,00:00.0,IATTC,10:14.0,10/24/14,8662.2,Purse seiners,1,4505
367399460,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367399460+mmsi,Saint Jude,,,0,0,1,1,0,1,1,1,13:00.0,IATTC,19:20.0,8/29/14,673.6,Purse seiners,1,25848
367379110,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367379110+mmsi,Jean Marie,,,0,0,1,1,0,1,1,1,13:00.0,IATTC,09:07.0,8/29/14,934.4,Purse seiners,1,25337
367149670,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=367149670+mmsi,Anthony G.,,,0,0,1,1,0,0,1,1,00:00.0,IATTC,35:23.0,1/7/04,715.95,Purse seiners,1,28193
366082000,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=366082000+mmsi,Trail Blazer,,WDF6206,0,0,1,1,0,1,1,1,00:00.0,IATTC,24:16.0,10/30/14,1534,Purse seiners,1,26467
345140500,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=345140500+mmsi,Oaxaca,,,0,0,1,1,0,1,1,1,00:00.0,IATTC,08:54.0,8/27/14,1449.8,Purse seiners,1,24914
345080026,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=345080026+mmsi,AZTECA 7,,,0,0,1,1,0,0,1,1,00:00.0,IATTC,10:36.0,2/21/11,137.875,Purse seiners,1,4789
345080010,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=345080010+mmsi,FRANZ,,,0,0,1,1,0,0,1,1,00:00.0,IATTC,43:36.0,2/21/11,115.075,Purse seiners,1,3452
316002915,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=316002915+mmsi,CANADIAN JOYE,,,0,0,1,1,0,1,1,1,03:03.0,WCPFC,48:47.0,5/31/14,4522.8,Tuna purse seiners,1,33537
306012000,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=306012000+mmsi,ALBACORA SEIS,7403627,PJGS,0,0,1,1,0,1,1,1,13:38.0,ICCAT,59:42.0,5/4/15,1333.4,Purse seiners,1,30779
247102170,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=247102170+mmsi,SAN NICOLAY,,ISKF,0,0,1,1,0,0,1,1,45:52.0,ICCAT,15:28.0,12/16/14,0.35,Purse seiners,1,20131
238294140,Purse seiners,yes,yes,WB,callsign: 9AA6508,https://www.google.com/search?q=238294140+mmsi,TULJAN,,9A5784,0,0,1,1,0,1,0.715287518,1,25:16.0,ICCAT,45:50.0,6/11/14,714,Purse seiners,1,30515
233883000,Purse seiners,yes,yes,WB,callsign: MRWW2,https://www.google.com/search?q=233883000+mmsi,OPPORTUNE,7816056,2WKN,0,0,1,1,0,0,1,1,00:00.0,ICCAT,51:01.0,1/22/13,548.1,Purse seiners,1,8387
228232000,Purse seiners,yes,yes,WB,name: Chrisderic2,https://www.google.com/search?q=228232000+mmsi,CHRISDERIC II,9145580,FQAT,0,1,0,0,0,1,1,1,34:14.0,ICCAT,57:23.0,5/5/15,1800,Purse seiners,1,1624
228232000,Purse seiners,yes,yes,WB,duplicate,https://www.google.com/search?q=228232000+mmsi,CHRISDERIC II,,FQAT,0,1,0,0,0,0,1,1,00:00.0,IOTC,57:23.0,2/21/11,450,Tuna purse seiners,1,1624
228217600,Purse seiners,yes,yes,WB,name: Pier Jo Salvador,https://www.google.com/search?q=228217600+mmsi,PIERRE JOSEPH SALVAD,9352937,FMEZ,0,1,0,0,0,1,1,1,34:14.0,ICCAT,37:38.0,5/5/15,4834,Purse seiners,1,8227
227590030,Purse seiners,yes,yes,WB,callsign: FG9236,https://www.google.com/search?q=227590030+mmsi,ARMEN,,FUHW,0,0,1,1,0,0,1,1,58:56.0,IOTC,11:29.0,3/6/07,52.525,Tuna purse seiners,1,30708
225909850,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=225909850+mmsi,PRAIA MAIOR,,EA3151,0,0,1,1,0,1,1,1,10:05.0,ICCAT,18:53.0,4/13/15,2366.2,Purse seiners,1,30958
225309000,Purse seiners,yes,yes,WB,callsign: EABO,https://www.google.com/search?q=225309000+mmsi,TXORI ZURI,,EHWQ,0,0,1,1,0,0,0.79409994,1,51:27.0,IOTC,38:31.0,4/10/07,48.1,Tuna purse seiners,1,36844
224324620,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224324620+mmsi,CABRERA DOS,,EA7988,0,0,1,1,0,1,1,1,28:31.0,ICCAT,44:35.0,12/4/14,1030.6,Purse seiners,1,20996
224322370,Purse seiners,yes,yes,WB, ,https://www.google.com/search?q=224322370+mmsi,ANGEL CUSTODIO,,EA5475,0,0,1,1,0,1,1,1,28:30.0,ICCAT,24:21.0,12/4/14,161.8,Purse seiners,1,20933
224269350,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224269350+mmsi,QUINTINO,,EC2239,0,0,1,1,0,1,1,1,28:30.0,ICCAT,31:30.0,12/4/14,213.8,Purse seiners,1,20935
224219340,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224219340+mmsi,NUEVO LABIO,,EA3345,0,0,1,1,0,1,1,1,28:32.0,ICCAT,22:51.0,12/4/14,1182.2,Purse seiners,1,21016
224167120,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224167120+mmsi,DIENTE ORO DOS,,EA8385,0,0,1,1,0,1,0.99970344,1,28:30.0,ICCAT,45:49.0,12/4/14,693.6,Purse seiners,1,20939
224102540,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224102540+mmsi,SEVILLANO SEGUNDO,,EA6715,0,0,1,1,0,1,1,1,28:30.0,ICCAT,28:51.0,12/4/14,244.6,Purse seiners,1,20949
224080240,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224080240+mmsi,SAN XIAO PRIMERO,,EA6530,0,0,1,1,0,1,1,1,10:04.0,ICCAT,38:08.0,4/13/15,903.6,Purse seiners,1,20957
224074290,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224074290+mmsi,AGUIMAR PRIMERO,,EA8932,0,0,1,1,0,1,1,1,28:31.0,ICCAT,51:11.0,12/4/14,313.6,Purse seiners,1,20997
224043760,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224043760+mmsi,LAGO DOS,,EA6295,0,0,1,1,0,1,1,1,10:05.0,ICCAT,03:36.0,4/13/15,936.8,Purse seiners,1,21025
224016890,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224016890+mmsi,EBENISTA PRIMER,,EA2842,0,0,1,1,0,1,1,1,28:31.0,ICCAT,46:52.0,12/4/14,687.2,Purse seiners,1,21008
224014140,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224014140+mmsi,PILAR FELIX DOS,,EA2344,0,0,1,1,0,1,0.997663551,1,28:31.0,ICCAT,52:03.0,12/4/14,159.8,Purse seiners,1,21007
987357529,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=987357529+mmsi,Milagros A,7806312,HC4043,1,0,0,0,0,1,1,0,00:00.0,IATTC,24:09.0,1/6/15,753,Purse seiners,1,4837
