mmsi,count
234196000,38471
234203000,55808
234209000,26610
234217000,66975
234219000,38246
234234000,139172
234235000,30640
234245000,41650
234270000,78158
234282000,19025
234285000,48970
234289000,7523
234295000,85186
234299000,6132
234301000,49640
234311000,20557
234340000,12603
234341000,41035
234354656,5652
234364000,11973
234368000,45767
234383000,41925
234388000,5835
234414000,6465
234417000,51943
234418000,45242
234423000,17593
234429000,89277
234435000,58348
234448000,36359
234450000,78528
234487000,45044
234542000,3778
234552000,70510
234556677,2148
234557000,27401
234567000,3766
234567890,23163
234567891,2634
234577000,4057
234585000,3597
234586000,4167
234597000,25189
234600000,21387
234605000,11105
234613000,3589
234623000,17871
234625000,18671
234628000,2217
234635000,10970
234637000,20698
234638000,2791
234639000,3772
234648000,40861
234659000,2870
234663000,4634
234671000,61465
234690000,15867
234702000,38808
234705000,49667
234740000,34791
234750000,16882
234757000,10412
234771000,19906
234772000,8370
234773000,5632
234781000,80201
234789000,73875
234791000,6487
234797000,2383
234805000,58809
234806000,20431
234839000,44986
234845000,20597
234855000,13960
234875000,105000
234879000,75665
234883000,6482
234889000,62569
234890000,101329
234892000,18451
234896000,47694
234900000,7889
234903000,37772
234904000,8413
234908000,68413
234910000,59636
234912000,52336
234921000,56556
234927000,14048
234936900,3714
234937000,5137
234937100,2287
234946562,2894
234973000,57966
234979000,43117
234983000,87324
234988000,23516
234990000,29426
234999012,3781
234999055,11564
234999060,39338
234999065,3046
234999099,2005
234999151,3732
234999155,23700
234999157,13858
234999171,2100
234999177,16938
235000000,5914
235000005,7851
235000031,114815
235000032,73154
235000079,62330
235000081,26801
235000082,32552
235000097,14086
235000114,2261
235000121,32780
235000132,30669
235000141,63787
235000148,2071
235000150,42843
235000155,2301
235000164,107008
235000165,6541
235000170,56486
235000193,88369
235000206,41145
235000213,2259
235000221,2151
235000229,11828
235000230,74105
235000235,4179
235000243,3333
235000250,27712
235000270,38165
235000280,44508
235000295,21692
235000307,3280
235000310,68201
235000322,123936
235000335,2121
235000340,18559
235000357,43755
235000360,41324
235000379,10154
235000395,7535
235000407,51231
235000415,3883
235000434,2610
235000438,14811
235000447,44788
235000465,20227
235000476,41906
235000480,74262
235000483,5322
235000500,83266
235000502,31418
235000503,16069
235000529,9396
235000530,2560
235000536,2346
235000560,12031
235000572,6195
235000575,5069
235000596,7971
235000604,20767
235000613,3337
235000616,8898
235000619,2519
235000620,51556
235000627,12803
235000632,2975
235000638,8606
235000640,3277
235000647,4762
235000670,25239
235000676,40944
235000701,2268
235000710,2180
235000741,3405
235000743,39593
235000756,15941
235000760,66882
235000765,38671
235000770,4412
235000773,5378
235000779,13658
235000781,7487
235000791,2022
235000793,10135
235000794,4139
235000795,6702
235000796,13634
235000799,2935
235000813,6495
235000820,17989
235000823,80987
235000825,6667
235000826,14845
235000840,26551
235000843,32384
235000864,65552
235000867,9317
235000869,2174
235000877,5500
235000883,20655
235000885,6626
235000887,7858
235000891,2512
235000897,51035
235000900,7696
235000910,56862
235000922,13059
235000932,6464
235000939,28252
235000940,69633
235000942,28175
235000951,4049
235000970,64761
235000990,6871
235000994,3990
235001005,23876
235001029,23575
235001042,25953
235001050,36871
235001052,3720
235001065,56682
235001096,61336
235001125,2934
235001135,71471
235001138,9661
235001140,124877
235001148,91974
235001170,45913
235001181,2073
235001185,10191
235001210,24433
235001228,3773
235001239,59519
235001250,77598
235001270,3774
235001280,12605
235001306,7886
235001313,42062
235001314,79583
235001318,10195
235001320,25795
235001340,45457
235001390,33226
235001405,29290
235001417,9241
235001420,35253
235001425,64737
235001428,36235
235001431,95056
235001440,51616
235001453,3561
235001480,3277
235001489,2273
235001497,21840
235001503,11386
235001525,14512
235001620,69390
235001626,13087
235001641,66653
235001650,48455
235001652,3938
235001670,44208
235001680,58537
235001697,4281
235001720,34265
235001756,29397
235001766,11725
235001770,149757
235001776,3904
235001800,76840
235001810,47033
235001820,13854
235001823,6810
235001829,2325
235001841,233473
235001860,13785
235001897,10616
235001902,28244
235001910,2487
235001921,62048
235001939,2287
235001996,2420
235001998,2303
235001999,7226
235002004,2617
235002007,34359
235002029,18336
235002039,13838
235002043,17715
235002051,20145
235002052,6210
235002070,36791
235002082,9426
235002086,2131
235002093,3375
235002103,10453
235002165,36973
235002203,3825
235002210,2054
235002250,61704
235002260,18091
235002273,5898
235002274,2522
235002290,2917
235002305,4100
235002314,59186
235002327,2266
235002330,45483
235002430,33937
235002453,5658
235002470,80033
235002480,28929
235002482,3759
235002483,3987
235002490,23612
235002500,38644
235002510,10593
235002514,167538
235002520,90735
235002522,11140
235002598,24633
235002600,12114
235002608,3883
235002680,4012
235002690,23799
235002692,66807
235002698,16948
235002718,56231
235002727,14766
235002733,25403
235002743,17702
235002800,58841
235002810,65245
235002813,4125
235002820,105450
235002830,43926
235002834,3383
235002848,3066
235002854,2601
235002870,4987
235002913,3161
235002916,48243
235002934,4261
235002939,9268
235002946,3410
235002992,3884
235002997,4930
235003000,50743
235003021,4059
235003026,34109
235003053,2689
235003070,55795
235003080,52756
235003082,5427
235003089,27141
235003110,53515
235003120,42641
235003135,3701
235003150,28998
235003170,60677
235003190,35674
235003194,17631
235003224,3318
235003227,3991
235003242,30013
235003285,11244
235003287,6099
235003303,51788
235003307,97737
235003310,27131
235003312,7146
235003323,3855
235003325,4054
235003327,10344
235003330,52588
235003346,16761
235003348,23291
235003355,66710
235003382,17018
235003400,35898
235003407,8922
235003408,80191
235003424,3986
235003431,29342
235003460,47612
235003464,6582
235003470,8870
235003471,12503
235003487,9518
235003488,4415
235003589,34658
235003625,17698
235003636,4845
235003642,2142
235003653,90366
235003654,12339
235003665,116675
235003673,2901
235003678,15264
235003682,4287
235003686,13441
235003687,10336
235003700,63009
235003730,37105
235003741,2658
235003749,34410
235003760,15822
235003780,4145
235003783,11339
235003785,15006
235003790,81673
235003808,4973
235003825,2804
235003828,12755
235003850,2081
235003855,9900
235003878,6493
235003891,12652
235003893,60583
235003900,18204
235003910,18337
235003950,28176
235003952,14143
235003957,6852
235003960,7521
235003968,99879
235003969,3402
235004005,8628
235004006,4092
235004036,149763
235004039,17623
235004042,14892
235004051,4384
235004070,32443
235004076,35262
235004107,3062
235004110,20252
235004129,22685
235004140,42710
235004161,10562
235004166,3784
235004196,14862
235004208,12672
235004217,51702
235004219,55147
235004224,17904
235004230,59110
235004240,54657
235004244,69403
235004247,87567
235004248,18639
235004256,9383
235004271,5148
235004280,15113
235004290,35240
235004300,7542
235004306,5783
235004307,9648
235004308,7185
235004366,42632
235004370,5109
235004378,12734
235004390,67849
235004391,115077
235004403,56182
235004412,4389
235004420,24004
235004421,5107
235004450,33832
235004459,21764
235004463,2849
235004467,4212
235004469,23419
235004471,26320
235004476,43760
235004480,52268
235004496,4985
235004531,2090
235004539,65730
235004552,4424
235004562,14608
235004579,2011
235004600,9945
235004603,4218
235004610,44313
235004628,16295
235004690,23351
235004700,103195
235004725,12257
235004730,47954
235004740,38244
235004756,24124
235004764,3542
235004768,18431
235004805,4324
235004818,30463
235004829,102817
235004840,3893
235004864,11931
235004877,34508
235004883,31473
235004890,7932
235004900,49392
235004920,52712
235004940,33766
235005050,11079
235005088,9403
235005107,3723
235005113,63725
235005115,20881
235005116,39386
235005118,65646
235005119,7031
235005121,12070
235005122,62473
235005136,2395
235005150,12052
235005152,39322
235005178,5877
235005180,3268
235005184,9263
235005199,22083
235005216,14701
235005223,7600
235005243,3951
235005245,47534
235005246,79492
235005257,3097
235005270,81945
235005281,9430
235005282,26007
235005283,14193
235005298,5554
235005319,2908
235005346,5288
235005350,86746
235005419,7305
235005457,47285
235005510,7439
235005512,5248
235005522,48687
235005541,5541
235005586,4233
235005590,34589
235005608,9011
235005640,6485
235005645,13010
235005652,2318
235005655,3689
235005660,42993
235005663,7206
235005664,2911
235005740,13817
235005746,17666
235005770,57467
235005771,3169
235005810,12765
235005820,9450
235005859,54332
235005880,8536
235005894,3548
235005900,63065
235005906,4477
235005950,51258
235005969,2942
235005980,18843
235005981,3867
235006000,93593
235006001,6026
235006020,40953
235006061,2414
235006067,6599
235006080,2599
235006092,87713
235006100,26234
235006150,29920
235006167,76332
235006192,5302
235006230,12151
235006250,35771
235006270,3330
235006280,113263
235006289,15016
235006336,6274
235006344,2002
235006360,48401
235006426,4209
235006436,3552
235006459,24144
235006472,2117
235006480,25619
235006490,53686
235006500,104066
235006543,14802
235006547,2133
235006567,41733
235006574,95066
235006582,41433
235006588,2025
235006642,32746
235006654,2471
235006670,80154
235006680,130841
235006729,13261
235006737,2208
235006740,55500
235006758,5083
235006786,5076
235006795,6396
235006800,3755
235006805,2121
235006840,42665
235006880,71454
235006898,5575
235006900,18145
235006941,9519
235006956,5934
235006963,33163
235006990,23817
235007000,96919
235007050,6099
235007064,2565
235007070,92428
235007077,2477
235007080,33475
235007100,10074
235007110,3744
235007140,69291
235007143,48504
235007144,25402
235007153,4717
235007170,40991
235007171,9116
235007200,7577
235007232,5266
235007275,98280
235007300,2741
235007308,62939
235007330,51801
235007350,7611
235007359,21514
235007360,11844
235007375,2760
235007378,4116
235007379,14429
235007390,38104
235007406,68406
235007413,106337
235007418,6065
235007420,9151
235007424,3221
235007433,19494
235007437,7401
235007440,69959
235007450,35658
235007458,14090
235007462,19793
235007472,54112
235007473,61652
235007480,26036
235007489,63916
235007499,13648
235007500,54992
235007520,59994
235007528,2064
235007534,2404
235007540,47510
235007542,21650
235007548,73514
235007552,31603
235007561,59911
235007570,49113
235007573,57821
235007575,19639
235007580,16452
235007616,9032
235007630,7606
235007679,3410
235007680,11859
235007690,102722
235007728,2397
235007736,5187
235007752,3455
235007790,52248
235007795,51753
235007796,46079
235007798,29356
235007800,2799
235007808,3387
235007809,40758
235007827,9280
235007860,60437
235007883,16112
235007900,4031
235007904,28138
235007912,31454
235007922,2290
235007942,2111
235007947,4806
235007950,83298
235007960,35383
235007967,7706
235007968,3286
235007990,75561
235008000,18985
235008009,2060
235008020,27077
235008024,4346
235008030,14959
235008039,13636
235008044,89592
235008045,70790
235008047,18682
235008050,48805
235008061,26016
235008083,3658
235008110,39903
235008129,3185
235008137,6998
235008166,77782
235008172,2518
235008176,9039
235008177,49505
235008179,23509
235008181,35338
235008200,9136
235008217,61745
235008226,38103
235008227,2641
235008229,51675
235008251,4086
235008290,73726
235008310,45039
235008312,29374
235008314,34994
235008317,19882
235008329,69597
235008331,16639
235008355,17610
235008357,16193
235008380,24924
235008390,33719
235008395,3189
235008400,7284
235008410,21579
235008412,4349
235008420,58755
235008440,100637
235008454,6749
235008490,47999
235008493,3009
235008499,2303
235008500,51398
235008523,3062
235008546,9690
235008550,44070
235008564,121624
235008566,2218
235008602,3074
235008613,20151
235008623,9188
235008641,18783
235008646,3622
235008660,3701
235008665,16224
235008669,4366
235008670,24447
235008680,29756
235008686,2719
235008689,4265
235008690,33935
235008700,34567
235008706,2145
235008741,66322
235008751,3588
235008762,5342
235008782,2658
235008809,3421
235008820,59198
235008854,2749
235008860,13625
235008862,67919
235008880,49940
235008900,18991
235008902,8515
235008906,9972
235008920,70749
235008928,72394
235008929,89934
235008930,130738
235008957,4283
235008972,2734
235008980,3358
235009000,26954
235009009,8772
235009010,92475
235009020,103901
235009040,48596
235009060,37294
235009063,8842
235009082,10119
235009094,38199
235009100,5671
235009130,2195
235009142,45352
235009158,5207
235009170,8002
235009188,6436
235009200,2611
235009220,24605
235009222,10186
235009240,78662
235009270,28060
235009278,2555
235009332,7579
235009350,23230
235009370,10987
235009381,2014
235009400,34495
235009410,33542
235009420,37423
235009455,2869
235009518,5510
235009579,2024
235009585,8810
235009588,4512
235009590,136505
235009620,7251
235009659,2155
235009660,32410
235009667,3110
235009670,18234
235009671,6347
235009692,74170
235009701,3997
235009760,41753
235009770,26069
235009772,64145
235009780,7662
235009800,18260
235009850,55799
235009860,6432
235009870,23948
235009880,10561
235009890,10745
235009900,4012
235009906,22761
235009910,17284
235009920,7385
235009928,65126
235009930,59914
235009940,24072
235009950,58391
235009956,140194
235009960,15883
235009978,74347
235009980,135436
235009990,6385
235010000,73796
235010020,70837
235010030,22073
235010045,3720
235010100,45063
235010110,8393
235010126,2365
235010135,2714
235010140,64892
235010150,9252
235010170,50927
235010180,53286
235010190,22063
235010244,17931
235010263,7993
235010264,7547
235010269,5923
235010280,41473
235010300,25197
235010340,24502
235010370,23844
235010380,6759
235010430,12856
235010440,41122
235010445,6224
235010450,73980
235010460,25895
235010466,3188
235010470,11481
235010480,18701
235010499,2309
235010500,132888
235010520,12745
235010562,4588
235010600,59965
235010609,2192
235010620,110948
235010630,34693
235010658,2670
235010670,78620
235010690,113211
235010700,46579
235010710,83695
235010720,37157
235010730,50071
235010731,6726
235010751,7501
235010777,2926
235010780,10351
235010784,7174
235010790,13184
235010860,67663
235010870,13339
235010875,76764
235010878,4657
235010879,2380
235010880,2411
235010881,37188
235010890,23487
235010910,22034
235010917,12983
235010940,24878
235010980,55544
235010988,3001
235011000,17520
235011030,103485
235011040,46385
235011050,92180
235011055,50545
235011100,70467
235011110,86717
235011130,12769
235011150,62599
235011170,8615
235011206,24411
235011218,13214
235011240,99363
235011247,14462
235011250,110245
235011260,21576
235011280,87334
235011319,6710
235011330,48646
235011339,3831
235011340,11756
235011352,2352
235011376,74054
235011420,10400
235011441,5974
235011460,40657
235011490,39646
235011500,2791
235011530,86945
235011558,4307
235011580,54236
235011590,101486
235011600,55078
235011605,39808
235011610,88862
235011628,2300
235011640,30958
235011652,3532
235011660,5882
235011670,47170
235011690,39760
235011737,2334
235011757,22804
235011760,48200
235011767,61280
235011770,23759
235011783,11372
235011790,25353
235011817,3476
235011848,119446
235011900,73327
235011913,7368
235011933,3242
235011959,18919
235011970,24906
235011978,6381
235011986,113909
235012019,2033
235012020,20219
235012030,22820
235012040,107792
235012080,8822
235012090,12642
235012097,2515
235012112,58511
235012119,103554
235012190,287102
235012220,65258
235012270,6148
235012290,12723
235012310,51869
235012335,2250
235012349,3639
235012366,13358
235012453,12232
235012459,4555
235012474,3658
235012507,9181
235012605,126342
235012718,12548
235012784,3065
235012843,29361
235012863,43199
235012902,24793
235012981,16950
235012989,6454
235013006,17992
235013021,89942
235013031,14150
235013051,3150
235013099,2425
235013146,5179
235013196,6166
235013197,42106
235013204,57744
235013301,3439
235013322,6739
235013325,42962
235013367,3853
235013375,58592
235013472,21108
235013522,4923
235013585,2382
235013659,10141
235013663,5810
235013669,9005
235013676,4375
235013721,11609
235013732,5515
235013746,2627
235013762,71990
235013782,73775
235013826,12613
235013829,101721
235013842,3607
235013871,6283
235013884,48440
235013911,30057
235013919,31674
235013924,5738
235013947,3897
235013951,4711
235013957,12406
235013963,68991
235013988,5858
235014000,92006
235014033,3797
235014077,3145
235014135,34600
235014164,4110
235014165,51349
235014183,5303
235014206,46561
235014209,18891
235014216,2090
235014266,107470
235014278,120258
235014279,3208
235014281,3523
235014283,28878
235014293,12400
235014334,10491
235014365,93131
235014413,3896
235014509,2762
235014511,47169
235014598,2118
235014617,46885
235014661,114780
235014666,17130
235014687,54631
235014706,22921
235014753,5281
235014758,2176
235014766,57801
235014768,58868
235014838,18664
235014852,3562
235014861,3001
235014877,8641
235014983,105645
235015000,8156
235015014,2995
235015078,11574
235015085,4134
235015162,29542
235015215,18700
235015287,9184
235015328,35363
235015331,9885
235015375,8188
235015456,3908
235015462,2198
235015467,10822
235015519,8729
235015609,2023
235015631,10099
235015633,7663
235015675,3703
235015711,15259
235015722,16669
235015765,6651
235015773,2754
235015815,10057
235015818,5017
235015841,54955
235015908,11865
235015979,23735
235015989,53355
235015995,3410
235016002,2463
235016021,14526
235016047,3640
235016099,2918
235016138,3956
235016196,11080
235016228,27603
235016245,2578
235016383,2501
235016453,3123
235016454,5204
235016492,5801
235016553,7268
235016595,2461
235016623,25589
235016753,9529
235016759,2104
235016787,45181
235016851,2650
235016903,20337
235016911,2397
235016927,2978
235017000,9325
235017045,90241
235017055,10081
235017127,2964
235017149,2501
235017157,2276
235017169,7113
235017252,4511
235017255,40377
235017322,3248
235017352,2327
235017459,2421
235017506,127657
235017519,3334
235017526,7983
235017528,4688
235017535,2304
235017537,3871
235017552,6925
235017555,4254
235017577,6873
235017585,14859
235017631,14844
235017662,58790
235017671,4043
235017738,2697
235017809,3878
235017902,4800
235017977,4055
235017995,6722
235018011,5300
235018049,2952
235018062,52021
235018081,39936
235018119,5752
235018125,16474
235018153,10641
235018175,43044
235018191,2530
235018213,37300
235018274,5305
235018295,7528
235018409,3303
235018444,2419
235018531,2125
235018555,3110
235018589,42702
235018591,10137
235018597,11846
235018598,27191
235018605,2243
235018621,16942
235018651,7343
235018696,10288
235018798,2122
235018814,5335
235018872,97011
235018907,37303
235018914,2980
235018919,94896
235018937,2126
235018946,98747
235018953,9458
235018959,2503
235018977,3397
235018981,21896
235019002,2669
235019027,11292
235019072,41459
235019133,22669
235019162,3727
235019173,68761
235019174,58557
235019175,37175
235019214,15464
235019256,2109
235019268,53162
235019366,2625
235019388,12846
235019422,11720
235019524,2637
235019532,54095
235019566,2590
235019572,12020
235019602,19774
235019624,2343
235019742,3937
235019748,4267
235019791,7350
235019803,5389
235019975,4627
235020000,14693
235020111,3626
235020142,6246
235020186,17945
235020236,37636
235020355,18216
235020423,26539
235020443,5201
235020456,2138
235020464,23600
235020473,6147
235020483,3948
235020549,19265
235020726,5514
235020797,16553
235020899,83646
235020943,84071
235020948,21441
235020949,3194
235021029,51255
235021049,2780
235021064,2452
235021094,12128
235021143,2254
235021184,3680
235021256,99570
235021304,58489
235021371,6817
235021391,32887
235021405,3465
235021449,2165
235021469,35625
235021489,8709
235021512,11987
235021533,27439
235021614,19925
235021681,16397
235021707,8572
235021774,106479
235021802,65891
235021919,4014
235021946,11936
235021947,22615
235021996,5824
235022000,73423
235022002,2709
235022071,9200
235022104,2521
235022145,11060
235022167,2032
235022274,5944
235022282,6397
235022314,3486
235022425,3704
235022494,17863
235022573,31929
235022601,34517
235022603,10881
235022604,31505
235022605,3118
235022606,14653
235022607,10879
235022608,2258
235022611,65679
235022612,78516
235022613,6083
235022614,9326
235022621,20099
235022643,2588
235022843,2041
235022888,5453
235022924,3142
235023009,17380
235023043,76426
235023045,125147
235023059,19432
235023115,3316
235023146,3384
235023173,3174
235023221,32983
235023233,3383
235023299,14933
235023309,3861
235023316,2765
235023352,3951
235023353,10225
235023379,3781
235023451,3433
235023491,5278
235023499,2085
235023571,2844
235023621,17590
235023623,18979
235023647,2740
235023673,11855
235023674,6131
235023679,3147
235023688,8901
235023713,9748
235023744,2161
235023769,2498
235023771,6375
235023784,4392
235023846,4863
235023851,2613
235023859,3608
235023885,3465
235023969,4428
235023984,5550
235023998,5273
235024007,113958
235024016,3084
235024025,16398
235024028,6152
235024029,15447
235024061,10583
235024071,8351
235024127,18234
235024149,68412
235024226,4244
235024318,7299
235024416,8624
235024475,9460
235024493,2570
235024522,2923
235024557,2307
235024568,81282
235024612,117530
235024626,59430
235024629,22177
235024638,11321
235024653,2235
235024665,4862
235024715,8861
235024716,6042
235024787,4957
235024926,5373
235024929,5250
235024966,49984
235024997,8617
235025112,85945
235025127,11354
235025138,39795
235025141,6861
235025255,12338
235025292,2556
235025319,68557
235025323,116907
235025324,13360
235025334,22718
235025402,5889
235025403,27510
235025547,5762
235025548,9041
235025566,17918
235025602,3457
235025607,7839
235025626,2988
235025662,2805
235025682,30731
235025987,55254
235025997,3723
235026015,91778
235026101,52733
235026119,2252
235026123,3709
235026165,88633
235026223,9357
235026268,28795
235026289,3401
235026342,2145
235026346,4381
235026354,40398
235026358,12021
235026384,3201
235026408,3240
235026426,2025
235026464,2276
235026493,2511
235026553,3973
235026555,3975
235026558,7820
235026559,2205
235026613,29836
235026671,48696
235026677,11259
235026716,46440
235026738,5754
235026796,2890
235026811,58592
235026849,2956
235026866,22657
235026908,11815
235026921,50443
235026928,15510
235027027,5750
235027107,10732
235027115,105637
235027152,4001
235027206,5774
235027275,9601
235027329,134465
235027359,29278
235027361,2314
235027474,2502
235027501,5910
235027574,2496
235027625,14447
235027704,2262
235027737,15612
235027752,2740
235027764,22301
235027926,2619
235027948,8768
235028000,3129
235028144,2097
235028153,4753
235028211,2229
235028226,2308
235028278,11026
235028326,15373
235028412,2823
235028421,3232
235028451,9441
235028479,17026
235028481,2586
235028482,2462
235028532,3885
235028617,5752
235028625,3224
235028768,10378
235028825,139102
235028838,3011
235028893,90084
235028909,2917
235028911,80223
235029008,8791
235029063,23934
235029147,50486
235029148,35928
235029151,2138
235029294,55759
235029302,30389
235029368,4392
235029369,2623
235029396,27368
235029486,4252
235029525,3325
235029529,2255
235029558,2071
235029693,3376
235029742,14384
235029744,2922
235029808,2298
235029838,2032
235029894,3759
235029986,7944
235029996,4924
235030052,7769
235030086,2950
235030148,9127
235030183,2220
235030213,30818
235030273,3329
235030307,6466
235030325,2114
235030373,2460
235030386,5625
235030387,3361
235030388,2373
235030389,10654
235030406,16231
235030501,2406
235030641,45942
235030705,2113
235030736,29497
235030755,11884
235030757,5904
235030779,4244
235030814,15890
235030823,11279
235030851,71830
235030886,5978
235030921,16518
235030995,55141
235031005,5363
235031017,2801
235031085,4127
235031105,16433
235031118,4383
235031127,9669
235031151,19597
235031191,2883
235031241,29912
235031297,10762
235031303,21870
235031345,4249
235031351,48492
235031425,21142
235031428,13867
235031438,105685
235031462,131795
235031495,2260
235031497,5103
235031501,6440
235031581,3315
235031582,78480
235031587,51657
235031617,172179
235031618,169248
235031619,37785
235031707,48552
235031735,3691
235031756,20297
235031768,4931
235031786,4282
235031854,14957
235031867,30970
235031887,34580
235031899,15873
235031901,23125
235031931,7766
235031943,7371
235032001,4654
235032046,4543
235032079,40305
235032165,6131
235032179,16853
235032215,3804
235032237,56495
235032253,21203
235032279,3877
235032402,33684
235032435,20948
235032446,2619
235032464,68229
235032469,129821
235032474,129997
235032494,3613
235032512,8596
235032538,3717
235032573,44181
235032574,74180
235032612,41931
235032615,48253
235032617,35161
235032627,2128
235032681,3915
235032685,2578
235032709,2037
235032716,6034
235032717,3193
235032737,5597
235032793,3852
235032801,81531
235032825,5831
235032842,3210
235032854,26333
235032933,49255
235033134,3706
235033137,46139
235033145,109712
235033166,3930
235033247,3512
235033337,4302
235033354,3498
235033362,14710
235033396,73610
235033443,2930
235033532,5129
235033534,24905
235033608,23003
235033665,13281
235033694,3115
235033728,14519
235033762,3083
235033851,2590
235033874,6499
235033876,3471
235033928,7690
235033934,14238
235033985,2580
235033997,12809
235034073,23652
235034147,5116
235034218,2027
235034224,61466
235034249,27136
235034309,48156
235034317,45407
235034337,25409
235034368,2410
235034431,4987
235034437,2362
235034465,4686
235034485,106178
235034521,8053
235034565,5502
235034693,36550
235034733,8714
235034752,2287
235034754,2445
235034766,67205
235034789,3244
235034794,20974
235034822,3645
235034867,4404
235034871,7476
235034884,4356
235034927,2017
235034982,11875
235034989,95411
235034995,67454
235035006,3418
235035058,12087
235035061,2186
235035087,2908
235035113,65330
235035121,18887
235035202,3010
235035255,40294
235035279,2767
235035326,23841
235035374,9427
235035381,3706
235035463,6949
235035472,10851
235035626,11454
235035632,2324
235035661,4092
235035759,3751
235035779,88665
235035804,53166
235035874,2587
235035883,2882
235035919,6448
235035977,3919
235036016,3342
235036075,46654
235036098,64730
235036358,5555
235036365,104120
235036421,9251
235036487,4245
235036491,20741
235036539,20513
235036608,14726
235036621,2459
235036622,39661
235036634,4477
235036673,5750
235036696,2085
235036706,3155
235036742,9735
235036791,67679
235036826,5791
235036834,13341
235036841,2840
235037002,30976
235037018,5746
235037059,2459
235037096,4789
235037162,9969
235037205,44171
235037241,10948
235037284,9056
235037296,5263
235037325,2510
235037363,3822
235037409,2692
235037428,2718
235037566,3552
235037626,10486
235037811,40175
235037846,9784
235037917,101210
235037944,17556
235038012,2575
235038021,2047
235038051,2536
235038069,2654
235038124,56814
235038225,5077
235038238,7410
235038314,2518
235038405,2487
235038407,2372
235038425,11081
235038426,59909
235038449,5288
235038532,4020
235038533,6817
235038552,2280
235038583,16018
235038624,3947
235038638,5214
235038688,4699
235038764,10837
235038773,54977
235038794,2633
235038812,12585
235038883,3063
235038886,57368
235038889,7556
235038947,17209
235038981,2982
235038991,4156
235039062,5889
235039118,2426
235039155,12548
235039205,2097
235039274,3566
235039277,10445
235039279,16315
235039296,41814
235039379,12595
235039381,7813
235039383,2319
235039425,4458
235039427,8871
235039435,3953
235039463,25838
235039505,93556
235039506,29163
235039526,3178
235039561,21063
235039622,8898
235039652,117704
235039738,60332
235039777,7423
235039799,53435
235039809,4821
235039926,3367
235039962,8012
235040015,2387
235040028,2699
235040042,3445
235040075,35804
235040121,37720
235040129,2775
235040169,4923
235040198,2163
235040201,17230
235040203,8058
235040204,7860
235040216,3427
235040241,3936
235040257,6207
235040316,9122
235040426,9553
235040469,12427
235040475,2306
235040503,117080
235040556,13970
235040576,5603
235040596,100637
235040657,2875
235040663,22133
235040683,92423
235040684,109000
235040685,87934
235040686,73801
235040701,3863
235040719,7757
235040738,3095
235041008,18612
235041032,10375
235041033,18621
235041034,62940
235041057,59523
235047492,4704
235048000,50314
235050005,4708
235050012,47401
235050018,4031
235050032,97997
235050033,92408
235050035,2417
235050041,2931
235050049,97858
235050073,51761
235050116,15410
235050117,11521
235050126,96073
235050131,25706
235050151,12002
235050167,13303
235050213,4967
235050259,4448
235050284,28254
235050291,42286
235050306,2676
235050318,3452
235050321,3310
235050365,15203
235050369,42538
235050371,84765
235050415,10121
235050523,104080
235050526,2016
235050566,3786
235050567,3973
235050568,3098
235050609,84298
235050614,4105
235050631,43101
235050637,11916
235050655,2434
235050683,2701
235050721,3639
235050723,3216
235050725,2045
235050734,66468
235050783,61347
235050799,40585
235050801,93768
235050802,35327
235050811,31730
235050826,2135
235050833,16389
235050837,57745
235050859,66183
235050863,3047
235050871,4396
235050873,21686
235050962,2525
235051004,3174
235051007,20371
235051012,50261
235051022,75665
235051085,63371
235051096,29493
235051109,51038
235051173,3861
235051179,60497
235051181,15596
235051182,17742
235051216,3407
235051246,5256
235051303,2623
235051444,2185
235051498,2427
235051499,2476
235051508,4335
235051546,27838
235051571,8523
235051579,2799
235051613,2165
235051636,4944
235051664,76500
235051671,56351
235051711,2227
235051724,8505
235051726,99253
235051735,57085
235051815,2325
235051816,5017
235051847,2073
235051872,12924
235051873,5895
235051875,10748
235051888,8603
235051897,5741
235051899,3026
235051967,2893
235051968,4460
235051992,119063
235051998,81270
235052016,4754
235052035,66217
235052039,6017
235052045,8180
235052058,25978
235052081,4084
235052106,20307
235052117,12493
235052119,14022
235052123,17445
235052131,15613
235052134,9901
235052137,4747
235052141,14119
235052146,11531
235052172,90740
235052217,5814
235052242,42350
235052249,10313
235052285,4716
235052314,67879
235052361,27330
235052367,7833
235052401,2119
235052481,5532
235052492,3537
235052507,4970
235052512,4635
235052515,2317
235052541,85968
235052547,22934
235052554,4438
235052596,9339
235052598,3783
235052653,19032
235052721,74470
235052743,46164
235052756,2585
235052783,44572
235052787,4744
235053000,9267
235053028,2425
235053047,2442
235053085,2161
235053112,3042
235053116,28163
235053132,5458
235053134,3647
235053142,13850
235053173,4120
235053178,7995
235053181,128419
235053184,16383
235053185,18289
235053187,17620
235053188,29414
235053189,3215
235053221,2132
235053233,2911
235053237,8509
235053239,73290
235053244,37522
235053248,55857
235053352,5999
235053394,5932
235053411,2069
235053492,3431
235053512,3783
235053514,6812
235053516,4409
235053552,5681
235053629,6135
235053634,9162
235053644,4894
235053647,27253
235053656,7006
235053659,6698
235053688,37321
235053693,62880
235053695,16030
235053701,128639
235053706,52707
235053723,130907
235053752,69128
235053754,60852
235053755,12957
235053756,48397
235053771,50597
235053796,137211
235053832,5437
235053837,58396
235053839,57104
235053875,3753
235053897,3365
235053915,2643
235053944,17968
235053957,12353
235053965,2020
